Woonplaats,Adres,Woning,Doelgroep,Publicatiedatum,Reacties,Verantwoording,Publicatiemodel
Amstelveen,Seine 84,Galerijflat - 2 kamers,Senioren,12-05-2023,166 reacties,De woning is verhuurd aan de 4e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Kortvoort 412,Corridorflat - 2 kamers,Senioren,12-05-2023,144 reacties,De woning is verhuurd aan de 9e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Borgerstraat 22 -D,Portiekflat - 2 kamers,Gezin,12-05-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Hoofddorp,Lutkemeerstraat 3,Tussenwoning - 2 kamers,Gezin,12-05-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Roomtuintjes 44,Portiekwoning - 4 kamers,Gezin,12-05-2023,394 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Manenburgstraat 21 -HS,Benedenwoning - 4 kamers,Gezin,12-05-2023,4326 reacties,De woning is verhuurd aan de 5e kandidaat (Voorrang),Aanbodmodel
Zaandam,Nova Zembla 17,Corridorflat - 3 kamers,Senioren,12-05-2023,66 reacties,De woning is verhuurd aan de 2e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Derde Schinkelstraat 64 2,Bovenwoning - 3 kamers,Meergezins,12-05-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Wormer,Faunastraat 202,Galerijflat - 2 kamers,Senioren,12-05-2023,18 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Schonerwoerdstraat 58,Portiekwoning - 3 kamers,Senioren,12-05-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Wingerdweg 351,Maisonnette - 3 kamers,Gezin,12-05-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Louise Wentstraat 90,Portiekwoning - 3 kamers,Jongeren,12-05-2023,345 reacties,De woning is verhuurd aan de 3e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Ranonkelkade 56 -1,Bovenwoning - 4 kamers,Gezin,12-05-2023,3712 reacties,De woning is verhuurd aan de 10e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Marnixstraat 225 H3,Portiekwoning - 1 kamers,Gezin,12-05-2023,1797 reacties,De woning is verhuurd aan de 5e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Blasiusstraat 91 D,Portiekflat - 1 kamers,Gezin,12-05-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Louise Wentstraat 78,Portiekwoning - 3 kamers,Persoon,12-05-2023,887 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Admiralengracht 230 1,Portiekwoning - 3 kamers,Gezin,12-05-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Broek in Waterland,De Draai 52,Benedenwoning - 2 kamers,Senioren,11-05-2023,137 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Distelweg 74 K4,Portiekwoning - 3 kamers,Gezin,11-05-2023,4 reacties,De woning is verhuurd aan de 5e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Gillis van Ledenberchstraat 133 H,Benedenwoning - 2 kamers,Jongeren,11-05-2023,735 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Rombout Hogerbeetsstraat 130 3,Portiekwoning - 2 kamers,Jongeren,11-05-2023,633 reacties,De woning is verhuurd aan de 3e kandidaat (Voorrang),Aanbodmodel
Kudelstaart,Kamerlingh Onnesweg 91,Tussenwoning - 4 kamers,Gezin,11-05-2023,1225 reacties,De woning is verhuurd aan de 3e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Baffinstraat 22 -1,Portiekwoning - 2 kamers,Gezin,11-05-2023,686 reacties,De woning is verhuurd aan de 5e kandidaat (Voorrang),Aanbodmodel
Koog aan de Zaan,Jonge Kuiperstraat 63,Bovenwoning - 5 kamers,Gezin,11-05-2023,2 reacties,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Zaandam,Molenmakersstraat 48,Portiekwoning - 3 kamers,Gezin,11-05-2023,2 reacties,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Guus Trestorffstraat 13,Tussenwoning - 2 kamers,Jongeren,11-05-2023,133 reacties,De woning is verhuurd aan de 2e kandidaat (Voorrang),Aanbodmodel
Assendelft,Gele Ring 93,Tussenwoning - 4 kamers,Gezin,11-05-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Science Park 804 B,Portiekwoning - 1 kamers,Jongeren,11-05-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Alexander Dumaslaan 380,Portiekwoning - 2 kamers,Jongeren,11-05-2023,625 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Krommenie,Burgemeester Schaapstraat 8,Tussenwoning - 4 kamers,Gezin,11-05-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Schaepmanstraat 190,Portiekwoning - 2 kamers,Gezin,11-05-2023,2032 reacties,De woning is verhuurd aan de 5e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Rombout Hogerbeetsstraat 73 1,Portiekwoning - 2 kamers,Jongeren,11-05-2023,432 reacties,De woning is verhuurd aan de 5e kandidaat (Voorrang),Aanbodmodel
Amsterdam,mt. Lincolnweg 22 M 2,Corridorflat - 2 kamers,Jongeren,11-05-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Hembrugstraat 65,Portiekwoning - 3 kamers,Gezin,11-05-2023,1898 reacties,De woning is verhuurd aan de 3e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Transvaalkade 80-A,Benedenwoning - 2 kamers,Jongeren,11-05-2023,421 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Koog aan de Zaan,Breestraat 173,Portiekwoning - 3 kamers,Gezin,11-05-2023,1461 reacties,De woning is verhuurd aan de 7e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Marnixstraat 227 E,Benedenwoning - 1 kamers,Gezin,11-05-2023,858 reacties,De woning is verhuurd aan de 5e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Oude-IJselstraat 26 -1,Portiekflat - 3 kamers,Gezin,11-05-2023,3463 reacties,De woning is verhuurd aan de 12e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Jan Evertsenstraat 467 3,Portiekwoning - 3 kamers,Gezin,11-05-2023,596 reacties,De woning is verhuurd aan de 4e kandidaat (Voorrang),Aanbodmodel
Amsterdam,De Boelelaan 1017,Galerijflat - 2 kamers,Gezin,11-05-2023,799 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Rodenrijsstraat 106,Galerijflat - 1 kamers,Jongeren,11-05-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Zaanhof 25,Bovenwoning - 2 kamers,Jongeren,11-05-2023,148 reacties,De woning is verhuurd aan de 2e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Cort van der Lindenkade 14,Tussenwoning - 4 kamers,Gezin,11-05-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Tweede Constantijn Huygensstraat 39 -C-21,Corridorflat - 1 kamers,Jongeren,11-05-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Naardermeerstraat 61,Portiekflat - 6 kamers,Gezin,11-05-2023,2172 reacties,De woning is verhuurd aan de 16e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Vasco da Gamastraat 57 3,Portiekwoning - 2 kamers,Jongeren,11-05-2023,158 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,John Franklinstraat 3 1,Portiekwoning - 3 kamers,Jongeren,11-05-2023,167 reacties,De woning is verhuurd aan de 2e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Maassluisstraat 620 3,Portiekwoning - 2 kamers,Jongeren,11-05-2023,2297 reacties,De woning is verhuurd aan de 12e kandidaat (Loting),Lotingmodel
Amsterdam,Jan Evertsenstraat 235,Galerijflat - 2 kamers,Gezin,11-05-2023,1074 reacties,De woning is verhuurd aan de 5e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Marco Polostraat 26 2,Portiekwoning - 3 kamers,Persoon,11-05-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Oudemanshof 18 A,Benedenwoning - 2 kamers,Gezin,11-05-2023,1076 reacties,De woning is verhuurd aan de 3e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Slotermeerlaan 173 1,Portiekwoning - 3 kamers,Gezin,11-05-2023,3184 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Van Beuningenstraat 165 F,Portiekwoning - 2 kamers,Jongeren,11-05-2023,527 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Van Hogendorpstraat 138 -1,Portiekflat - 1 kamers,Jongeren,11-05-2023,2084 reacties,De woning is verhuurd aan de 3e kandidaat (Loting),Lotingmodel
Amsterdam,Cliffordstraat 25 -1,Portiekflat - 1 kamers,Jongeren,11-05-2023,1486 reacties,De woning is verhuurd aan de 1e kandidaat (Loting),Lotingmodel
Amsterdam,Alexander Dumaslaan 84,Portiekwoning - 1 kamers,Gezin,11-05-2023,889 reacties,De woning is verhuurd aan de 8e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Blasiusstraat 97 C,Portiekwoning - 3 kamers,Gezin,10-05-2023,4 reacties,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Niasstraat 265,Portiekwoning - 3 kamers,Gezin,10-05-2023,3 reacties,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Ookmeerweg 229 -1,Portiekwoning - 3 kamers,Gezin,10-05-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Niftrikhof 138,Galerijflat - 2 kamers,Senioren,10-05-2023,21 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Statenjachtstraat 250,Galerijflat - 4 kamers,Gezin,10-05-2023,721 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Wijdewormer,De Kuilweg 1,Portiekwoning - 2 kamers,Meergezins,10-05-2023,1541 reacties,De woning is verhuurd aan de 2e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Uiterwaardenstraat 258 -2,Portiekflat - 3 kamers,Gezin,10-05-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Pieter Calandlaan 97-H,Portiekflat - 3 kamers,Senioren,10-05-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Hoofddorp,Sonderholm 98,Portiekwoning - 2 kamers,Persoon,10-05-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Handbalstraat 690,Tussenwoning - 1 kamers,Jongeren,10-05-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Entrepotbrug 164,Maisonnette - 4 kamers,Gezin,10-05-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Boorderstraat 20,Portiekwoning - 3 kamers,Gezin,10-05-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Slikkerveerstraat 131,Portiekwoning - 2 kamers,Gezin,10-05-2023,584 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Bakkerswaal 43,Galerijflat - 3 kamers,Gezin,10-05-2023,743 reacties,De woning is verhuurd aan de 12e kandidaat (Voorrang),Aanbodmodel
Wormerveer,Herman Gorterstraat 162,Galerijflat - 3 kamers,Gezin,10-05-2023,722 reacties,De woning is verhuurd aan de 14e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Boutenburg 155,Galerijflat - 3 kamers,Gezin,10-05-2023,48 reacties,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Abrikozenstraat 116-H,Benedenwoning - 2 kamers,Gezin,10-05-2023,12 reacties,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,IJplein 183,Portiekflat - 2 kamers,Gezin,10-05-2023,84 reacties,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Bos en Lommerplantsoen 7 -T,Portiekwoning - 1 kamers,Jongeren,10-05-2023,487 reacties,De woning is verhuurd aan de 3e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Handbalstraat 724,Tussenwoning - 1 kamers,Jongeren,10-05-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Zaandammerplein 33,Portiekflat - 4 kamers,Gezin,10-05-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Wormerveer,Karel Doormanstraat 40,Tussenwoning - 4 kamers,Gezin,10-05-2023,721 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Wormerveer,Zaanstroom 111,Galerijflat - 2 kamers,Senioren,10-05-2023,189 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Zaandam,H Gerhardstraat 16-E,Benedenwoning - 1 kamers,Jongeren,10-05-2023,241 reacties,De woning is verhuurd aan de 2e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Ouwerdingenpad 64,Portiekwoning - 3 kamers,Senioren,10-05-2023,362 reacties,De woning is verhuurd aan de 9e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Louis Davidsstraat 2,Portiekwoning - 2 kamers,Gezin,10-05-2023,93 reacties,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Zaandam,Piet Mondriaanstraat 39,Galerijflat - 3 kamers,Senioren,10-05-2023,2 reacties,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Zilverplevierstraat 79,Corridorflat - 1 kamers,Jongeren,10-05-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Zaandijk,Berkenweg 29,Benedenwoning - 2 kamers,Jongeren,10-05-2023,552 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Spaarndam,Westhoff 28,Maisonnette - 4 kamers,Gezin,10-05-2023,743 reacties,De woning is verhuurd aan de 4e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Sajetplein 33,Portiekwoning - 3 kamers,Gezin,10-05-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Wormerveer,Cor Bruijnweg 29,Tussenwoning - 4 kamers,Gezin,10-05-2023,624 reacties,De woning is verhuurd aan de 13e kandidaat (Voorrang),Aanbodmodel
Wormerveer,Karel Doormanstraat 10,Eindwoning - 4 kamers,Gezin,10-05-2023,795 reacties,De woning is verhuurd aan de 21e kandidaat (Voorrang),Aanbodmodel
Zwanenburg,Midswaard 123,Galerijflat - 2 kamers,Jongeren,10-05-2023,403 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Daguerrestraat 80,Tussenwoning - 3 kamers,Gezin,10-05-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Purmerend,Tangostraat 15,Tussenwoning - 4 kamers,Gezin,10-05-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
De Kwakel,Cyclamenlaan 74,Hoekwoning - 4 kamers,Gezin,09-05-2023,4 reacties,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Snoekjesgracht 10,Portiekwoning - 2 kamers,Gezin,09-05-2023,31 reacties,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Statenjachtstraat 798,Galerijflat - 2 kamers,Senioren,09-05-2023,18 reacties,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Orteliusstraat 141 2,Portiekwoning - 2 kamers,Gezin,09-05-2023,40 reacties,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Wenslauerstraat 21 -B,Portiekwoning - 2 kamers,Gezin,09-05-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Joris van Andringastraat 25 -1,Portiekflat - 2 kamers,Gezin,09-05-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Koog aan de Zaan,Mariastraat 21,Tussenwoning - 4 kamers,Gezin,09-05-2023,3161 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Wisseloordplein 12 I,Portiekwoning - 2 kamers,Jongeren,09-05-2023,758 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Korte Keizersstraat 5 -H,Portiekwoning - 1 kamers,Gezin,09-05-2023,248 reacties,De woning is verhuurd aan de 4e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Oeverpad 354,Galerijflat - 3 kamers,Senioren,09-05-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Borgerstraat 259 2,Portiekwoning - 3 kamers,Gezin,09-05-2023,39 reacties,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Louwesweg 203,Portiekwoning - 1 kamers,Jongeren,09-05-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Ouderkerk aan de Amstel,Hoofdenburg 73,Benedenwoning - 2 kamers,Gezin,09-05-2023,2 reacties,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Kramatweg 27 C,Portiekwoning - 3 kamers,Gezin,09-05-2023,1146 reacties,De woning is verhuurd aan de 12e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Wiltzanghlaan 87 H,Galerijflat - 3 kamers,Senioren,09-05-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Badhoevedorp,Azaleastraat 78,Galerijflat - 3 kamers,Senioren,09-05-2023,182 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,J.H. Hisgenpad 538,Tussenwoning - 1 kamers,Jongeren,09-05-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Muntendamstraat 26,Portiekwoning - 4 kamers,Gezin,09-05-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Rodenrijsstraat 119,Galerijflat - 1 kamers,Jongeren,09-05-2023,740 reacties,De woning is verhuurd aan de 3e kandidaat (Loting),Lotingmodel
Amsterdam,Marco Polostraat 287 C,Portiekwoning - 3 kamers,Senioren,09-05-2023,84 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Zwanenburg,Sparrenlaan 123,Corridorflat - 2 kamers,Senioren,09-05-2023,20 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,J.H. Hisgenpad 768,Tussenwoning - 1 kamers,Jongeren,09-05-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,J.H. Hisgenpad 762,Tussenwoning - 1 kamers,Jongeren,09-05-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Latherusstraat 51 hs,Benedenwoning - 2 kamers,Gezin,09-05-2023,2036 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Weesp,Frans Halsstraat 35,Portiekflat - 3 kamers,Gezin,09-05-2023,1656 reacties,De woning is verhuurd aan de 3e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Columbusstraat 4 3,Portiekwoning - 4 kamers,Persoon,09-05-2023,3708 reacties,De woning is verhuurd aan de 4e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Valkenburgerstraat 206 -1,Bovenwoning - 2 kamers,Gezin,09-05-2023,2899 reacties,De woning is verhuurd aan de 31e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Waalenburgsingel 153,Portiekwoning - 4 kamers,Gezin,09-05-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Rodenrijsstraat 50,Portiekwoning - 3 kamers,Jongeren,09-05-2023,254 reacties,De woning is verhuurd aan de 2e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Lutmastraat 152 2,Portiekwoning - 4 kamers,Gezin,09-05-2023,946 reacties,De woning is verhuurd aan de 8e kandidaat (Voorrang),Aanbodmodel
Hoofddorp,Bernadottestraat 123,Tussenwoning - 5 kamers,Gezin,09-05-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Zwanenburg,Sparrenlaan 107,Corridorflat - 2 kamers,Senioren,09-05-2023,20 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Marnixstraat 68 -HS-L,Benedenwoning - 2 kamers,Jongeren,09-05-2023,720 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Jacob van Lennepkade 148 -C,Portiekwoning - 4 kamers,Gezin,09-05-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Ookmeerweg 268-A 55,Galerijflat - 3 kamers,Senioren,09-05-2023,101 reacties,De woning is verhuurd aan de 17e kandidaat (Voorrang),Aanbodmodel
Halfweg,Irenestraat 30,Galerijflat - 4 kamers,Senioren,08-05-2023,255 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Zaandam,Kepplerstraat 39,Benedenwoning - 2 kamers,Gezin,08-05-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Wilhelminastraat 133 2,Bovenwoning - 2 kamers,Gezin,08-05-2023,835 reacties,De woning is verhuurd aan de 42e kandidaat (Voorrang),Aanbodmodel
Wormer,Koningsvarenstraat 276,Galerijflat - 4 kamers,Meergezins,08-05-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Tollensstraat 259,Portiekwoning - 2 kamers,Senioren,08-05-2023,81 reacties,De woning is verhuurd aan de 6e kandidaat (Voorrang),Aanbodmodel
Purmerend,Peelland 18,Tussenwoning - 3 kamers,Gezin,08-05-2023,1215 reacties,De woning is verhuurd aan de 4e kandidaat (Voorrang),Aanbodmodel
Assendelft,Kaaikhof 134,Portiekwoning - 2 kamers,Senioren,08-05-2023,107 reacties,De woning is verhuurd aan de 2e kandidaat (Voorrang),Aanbodmodel
